고객아이디,품번,구매평,구매일시,좋아요,장바구니
65,806,4,1630896529.0,1,1
37,540,2,1632596070.0,0,0
44,443,5,1630028289.0,1,0
244,183,4,1632286043.0,1,1
1,265,4,1630222441.0,1,1
270,25,5,1628634456.0,1,0
299,387,2,1641182756.0,1,0
94,572,3,1643403883.0,0,1
286,746,4,1629213058.0,0,0
239,272,5,1640861247.0,1,0
216,55,5,1631925145.0,1,0
254,121,3,1638152369.0,0,1
62,665,2,1631056483.0,0,1
178,385,4,1634506982.0,1,1
194,23,4,1631202819.0,1,0
268,955,3,1627425160.0,0,1
188,143,5,1626752674.0,1,0
276,294,4,1626466366.0,1,1
158,1098,4,1631815069.0,1,1
207,845,3,1633361663.0,0,1
161,48,1,1642850745.0,0,1
305,654,4,1638003937.0,1,1
47,324,3,1631119078.0,0,1
64,736,4,1641419212.0,1,1
191,751,3,1643240753.0,0,1
7,378,5,1643033011.0,1,1
59,92,5,1639884997.0,0,1
69,268,5,1633707109.0,0,0
10,461,3,1629568944.0,1,0
21,129,4,1626631382.0,1,0
58,9,4,1635984328.0,1,0
194,152,3,1631229996.0,1,1
7,200,5,1643033543.0,1,1
113,126,5,1626756827.0,1,1
173,328,5,1629237028.0,1,0
95,233,4,1630876354.0,0,1
16,194,5,1629400733.0,0,1
59,323,4,1639886809.0,0,0
311,654,3,1636045075.0,1,0
292,589,4,1632785516.0,1,0
43,203,4,1635635224.0,0,1
79,50,4,1642951545.0,1,0
235,70,5,1641335619.0,0,1
125,190,5,1644516309.0,0,1
284,322,3,1637009671.0,1,1
303,161,5,1631148547.0,1,1
254,378,3,1638154396.0,1,1
255,1034,1,1634897030.0,0,0
104,301,2,1640122275.0,1,0
90,923,5,1643063912.0,0,0
6,463,4,1635281713.0,1,1
279,122,1,1626977433.0,0,0
286,298,4,1627487004.0,0,1
222,448,3,1629863565.0,0,0
297,57,5,1626919383.0,0,0
42,625,3,1632788873.0,0,0
130,1217,4,1627481778.0,1,0
254,357,3,1638152466.0,0,0
109,475,1,1632243641.0,0,1
230,1444,2,1632165726.0,1,1
244,310,3,1632281905.0,0,0
6,301,2,1635280406.0,1,0
36,748,4,1633837285.0,1,0
256,443,3,1633844727.0,0,0
102,515,1,1640481316.0,0,1
104,285,4,1640145201.0,0,1
21,447,5,1626631695.0,0,0
111,301,4,1643360028.0,1,0
18,408,5,1631809628.0,1,0
25,222,4,1637532817.0,1,0
110,944,3,1638669501.0,1,1
270,98,5,1628635868.0,1,1
68,237,5,1628654133.0,0,0
83,215,4,1631987940.0,1,0
6,258,2,1634948278.0,0,1
89,216,5,1631139859.0,1,0
128,317,4,1631648029.0,0,1
305,512,4,1638003525.0,0,1
184,412,2,1641592691.0,0,0
286,175,5,1629212470.0,1,1
279,1428,3,1640145209.0,0,0
256,86,5,1633845103.0,0,1
221,48,5,1626925462.0,0,0
140,332,3,1630693617.0,1,0
190,977,2,1642722938.0,0,0
11,227,3,1643585896.0,1,1
201,203,5,1635794471.0,0,0
150,181,5,1630426685.0,0,0
126,245,3,1639534726.0,1,0
20,208,2,1631349401.0,0,1
144,742,4,1639784122.0,0,0
181,930,1,1630643275.0,0,0
109,566,4,1632258814.0,0,1
85,1065,3,1631135021.0,1,0
213,133,3,1630635973.0,1,1
222,379,1,1629864290.0,0,0
223,11,3,1643230649.0,0,1
215,421,4,1643115704.0,1,1
218,208,3,1629168366.0,0,1
174,937,5,1638112989.0,0,0
275,186,3,1631994383.0,0,1
68,742,1,1628654198.0,1,0
268,583,4,1628193830.0,0,1
160,462,4,1628538346.0,1,1
195,273,4,1629699342.0,0,0
224,178,4,1639762468.0,1,0
5,110,1,1627316493.0,0,1
99,1016,5,1637358724.0,1,1
2,251,5,1640232084.0,0,0
292,9,4,1632784148.0,1,1
72,568,4,1631717203.0,0,0
85,228,3,1634493248.0,1,1
83,281,5,1631987072.0,0,0
92,831,2,1638123708.0,1,0
7,543,3,1643031772.0,0,0
87,401,2,1631556813.0,0,1
287,926,4,1627014340.0,0,1
1,155,2,1630222201.0,0,0
234,632,2,1643759538.0,0,1
222,53,5,1629864113.0,1,1
24,64,5,1627002758.0,0,0
7,554,3,1643034639.0,1,0
82,56,3,1630449410.0,0,1
161,318,3,1642850824.0,0,0
196,393,4,1632931863.0,1,0
56,91,4,1644363275.0,1,1
82,477,3,1627991344.0,0,1
7,472,2,1643033357.0,0,1
256,761,4,1633844644.0,1,0
226,56,4,1635569102.0,0,0
279,741,5,1626976891.0,0,0
308,1286,3,1639418151.0,0,0
16,8,5,1629402736.0,0,0
180,202,3,1628808388.0,1,1
203,93,4,1632114940.0,0,0
145,56,5,1626951896.0,0,1
288,305,4,1638052527.0,1,0
84,742,3,1635130643.0,1,0
44,644,3,1630027818.0,1,1
17,13,3,1636952654.0,1,0
313,117,4,1642695319.0,0,1
148,1,4,1628699411.0,1,1
197,347,4,1643089070.0,1,0
21,164,5,1626631695.0,1,0
279,982,3,1626978314.0,0,0
239,491,5,1640861015.0,1,1
185,287,5,1635206288.0,1,0
297,89,4,1626919125.0,1,0
303,68,4,1631147361.0,1,0
186,250,1,1630703607.0,0,0
73,206,3,1640305754.0,1,1
104,756,2,1640145739.0,1,1
94,216,3,1637550665.0,0,0
239,194,5,1640858833.0,1,1
197,511,5,1643089839.0,1,0
280,1,4,1643380426.0,0,1
1,117,3,1626645739.0,0,1
224,583,1,1639783729.0,1,0
303,397,1,1631223831.0,1,0
60,162,4,1635007734.0,1,1
198,258,4,1635884501.0,1,1
239,513,5,1640858887.0,0,1
6,69,3,1635281277.0,1,0
233,375,4,1628054419.0,0,0
85,642,4,1634675615.0,1,1
110,38,3,1638668574.0,1,0
184,522,3,1641588462.0,0,0
99,873,1,1637358436.0,0,0
13,418,2,1634078763.0,0,0
201,518,4,1635792201.0,0,1
13,858,1,1634077068.0,1,0
214,131,3,1643224465.0,0,0
296,228,4,1635877264.0,1,0
222,87,3,1629862589.0,0,0
279,725,4,1626994144.0,0,0
217,182,2,1640750109.0,1,0
85,433,3,1631508720.0,0,1
239,234,3,1640858762.0,0,0
13,72,4,1633821727.0,1,1
194,77,3,1631207421.0,1,0
208,663,5,1634788476.0,0,0
109,178,3,1632252950.0,0,0
230,172,4,1632164523.0,1,1
59,485,2,1639884466.0,0,0
313,478,3,1642694373.0,0,0
70,1133,3,1635831344.0,1,0
62,182,5,1631055169.0,1,0
198,234,3,1635887833.0,1,0
65,125,4,1630897509.0,1,1
174,660,5,1638194261.0,1,1
90,12,5,1643063241.0,1,0
130,1248,3,1632076702.0,0,0
100,354,2,1643055260.0,0,1
283,432,5,1630977965.0,0,1
275,418,3,1626834718.0,0,1
311,98,5,1636044502.0,1,1
195,751,4,1634975500.0,1,0
130,105,4,1627931160.0,1,0
269,252,1,1643136350.0,0,1
286,73,5,1629212965.0,1,0
7,623,3,1643034217.0,0,0
56,222,5,1644359439.0,1,0
210,204,5,1639410676.0,0,1
239,9,5,1640860446.0,1,0
96,87,4,1636083531.0,0,0
297,73,2,1626919691.0,1,0
249,239,3,1631252284.0,0,0
94,860,2,1643403706.0,0,1
84,121,4,1635132307.0,0,1
275,265,4,1631994031.0,0,1
135,1046,3,1631538003.0,0,1
291,1178,4,1626766354.0,0,0
125,382,1,1644516623.0,0,0
70,399,4,1635748521.0,1,1
311,9,4,1636643365.0,0,1
301,523,4,1633756146.0,1,0
152,685,5,1631829074.0,1,1
244,172,4,1632285665.0,1,1
275,1091,2,1626834535.0,0,0
53,281,4,1631123288.0,1,0
198,118,2,1635886513.0,1,0
244,790,4,1632288037.0,0,0
26,125,4,1643051676.0,1,1
151,13,3,1631222688.0,0,0
124,496,1,1641966933.0,0,1
24,191,5,1627003003.0,1,1
271,65,3,1637529419.0,1,1
307,634,3,1630963385.0,0,0
294,1245,3,1629499265.0,1,0
234,241,2,1644015042.0,1,1
25,501,3,1637532301.0,0,1
293,137,3,1640584653.0,1,0
201,432,3,1635791312.0,0,1
75,240,1,1635730661.0,1,0
13,181,5,1633820354.0,1,0
207,68,2,1628805350.0,0,0
2,50,5,1640232084.0,1,0
313,566,4,1642696220.0,0,1
144,125,4,1639784191.0,1,1
188,443,4,1626754329.0,1,1
276,324,4,1626466419.0,1,0
145,974,1,1633862634.0,1,0
72,234,4,1631717418.0,1,0
83,385,4,1639345549.0,0,0
181,619,3,1630643086.0,0,1
109,402,4,1632261344.0,1,0
207,107,3,1627878301.0,1,0
185,216,4,1635206268.0,1,1
14,213,5,1642561557.0,0,0
149,319,2,1635192658.0,0,0
57,79,5,1635378495.0,1,1
230,963,5,1632164370.0,0,1
176,875,4,1637727442.0,0,1
253,97,4,1643308501.0,0,1
284,269,4,1637008991.0,0,0
106,526,4,1633132685.0,0,0
121,180,3,1643068286.0,0,0
62,86,2,1631054640.0,1,1
291,418,4,1626766920.0,0,1
84,1033,4,1635132711.0,0,1
293,380,2,1640587527.0,0,1
207,58,3,1627671047.0,1,1
194,187,4,1631200813.0,0,1
109,97,3,1632258711.0,0,1
283,845,4,1630977442.0,0,0
297,275,5,1626634260.0,1,0
181,334,1,1630641749.0,0,0
78,255,4,1631313745.0,1,0
11,425,4,1643584300.0,1,1
308,59,4,1639417647.0,1,1
193,1078,4,1640806943.0,0,0
297,234,3,1626919018.0,1,0
87,585,4,1631557008.0,0,1
250,204,2,1629771682.0,0,1
8,50,5,1631042124.0,0,0
186,148,4,1643399774.0,1,1
312,692,4,1643379426.0,1,0
91,683,3,1643118351.0,1,1
5,454,1,1627401432.0,0,1
291,376,3,1626766534.0,0,0
175,127,5,1628787640.0,0,1
145,737,2,1626952833.0,1,1
7,644,5,1643031685.0,0,0
276,419,5,1626472907.0,1,0
83,210,5,1631987751.0,1,0
102,524,3,1640483537.0,0,1
153,174,1,1633051140.0,0,0
62,302,3,1631051909.0,1,1
49,995,3,1639745577.0,1,1
268,298,3,1627422647.0,1,1
207,554,2,1629502854.0,1,1
313,616,5,1642695049.0,0,0
286,44,3,1629212173.0,0,1
279,168,5,1626976435.0,1,0
276,474,5,1640854904.0,0,0
62,59,4,1631053821.0,0,1
254,219,1,1638155980.0,1,0
83,97,4,1631988690.0,0,0
63,100,5,1627427319.0,1,0
16,178,5,1629399333.0,0,0
297,233,2,1626919914.0,0,0
90,945,5,1643063866.0,1,1
85,25,2,1631132769.0,0,0
42,98,4,1632786711.0,1,0
303,393,4,1631164981.0,0,1
274,50,5,1630624679.0,1,1
104,299,3,1640122436.0,1,1
94,792,4,1637553006.0,1,1
184,98,4,1641588539.0,0,0
293,708,3,1640587527.0,0,1
248,589,4,1636214968.0,1,1
18,950,3,1631810764.0,0,0
217,27,1,1640750011.0,1,1
200,892,4,1635807082.0,0,1
201,148,1,1635820751.0,1,1
296,222,5,1635876640.0,0,1
7,662,3,1643813739.0,1,1
196,381,4,1632931728.0,1,0
69,427,3,1633825465.0,1,0
72,196,4,1631716747.0,0,0
256,472,4,1633832471.0,0,0
128,182,4,1631647225.0,1,0
151,747,3,1631204564.0,0,1
7,171,3,1643031287.0,1,0
286,85,5,1629213224.0,0,0
172,220,4,1627217441.0,1,1
308,516,4,1639416743.0,0,0
190,974,2,1643305949.0,0,0
82,756,1,1630448741.0,1,0
308,436,4,1639419257.0,1,1
59,235,1,1639883658.0,0,1
64,1063,3,1641419539.0,0,1
145,756,2,1637237506.0,1,1
220,298,4,1632878966.0,1,1
21,324,4,1626630889.0,0,1
285,269,4,1642275313.0,0,0
207,65,3,1629784594.0,1,1
198,658,3,1635888173.0,1,0
220,333,3,1632877771.0,0,1
210,70,4,1639410589.0,1,0
181,14,1,1630642392.0,0,0
158,128,2,1631814296.0,0,0
143,682,3,1640087741.0,1,0
75,237,2,1635730309.0,1,1
199,221,4,1635462854.0,1,1
223,1150,2,1643229841.0,1,0
297,25,4,1626634497.0,1,1
276,78,4,1629614828.0,0,1
299,847,4,1629557649.0,0,0
293,325,2,1640584353.0,0,0
301,138,2,1633759446.0,1,1
1,47,4,1626752125.0,1,1
164,281,4,1641081906.0,0,1
96,673,4,1636082860.0,1,0
291,1016,4,1626513827.0,1,1
7,451,5,1643033892.0,0,0
233,177,4,1629341496.0,1,1
6,517,4,1635282212.0,1,0
202,283,3,1631407153.0,1,0
214,117,4,1643223241.0,0,0
184,602,4,1641589691.0,0,0
277,257,3,1631223487.0,0,0
194,212,1,1631204216.0,0,0
95,68,4,1630876231.0,0,0
25,257,4,1637533415.0,0,0
6,23,4,1635281365.0,1,0
38,573,1,1644113660.0,1,1
313,436,4,1642709877.0,0,1
22,241,3,1630568025.0,0,0
262,617,3,1631473715.0,1,1
130,569,3,1632076494.0,1,0
66,181,5,1635281425.0,1,0
21,948,1,1626631054.0,1,1
181,1332,1,1630642278.0,0,0
262,174,3,1631471948.0,0,0
206,302,5,1639860227.0,1,0
222,22,5,1629863285.0,0,1
76,61,4,1626708123.0,1,1
151,703,4,1631222460.0,1,1
314,28,5,1629568346.0,1,0
13,147,3,1634077502.0,0,1
44,258,4,1630020824.0,1,0
303,418,4,1631163510.0,0,1
16,89,2,1629397833.0,1,1
270,558,5,1628634927.0,0,1
248,117,5,1636215433.0,0,1
125,318,5,1631134309.0,1,1
138,523,5,1630704043.0,1,1
268,386,2,1627423978.0,1,0
291,15,5,1626513668.0,0,0
234,147,3,1644015372.0,1,0
239,96,5,1640858798.0,1,0
15,331,3,1631135166.0,0,0
94,155,2,1643403807.0,1,0
136,89,4,1634528925.0,1,0
223,423,3,1643230684.0,1,1
82,194,4,1630450027.0,1,1
145,355,3,1640076967.0,0,0
280,845,3,1643380925.0,0,1
179,339,1,1643831366.0,1,1
178,199,4,1634506306.0,1,0
307,949,4,1628803315.0,1,0
10,488,5,1629568613.0,0,1
116,331,3,1628131911.0,0,0
23,258,5,1628465704.0,0,1
308,174,4,1639416696.0,0,1
185,114,4,1635204320.0,1,0
188,237,3,1626753648.0,1,1
118,654,5,1627065007.0,0,0
246,721,4,1636601794.0,1,1
234,98,4,1643758567.0,1,0
194,239,3,1631202917.0,0,0
94,24,4,1637553423.0,1,1
122,378,4,1630950769.0,1,1
312,100,4,1643378613.0,1,1
262,64,5,1631473022.0,0,1
154,242,3,1630818235.0,1,0
223,763,3,1643230067.0,0,1
99,403,4,1637360374.0,1,1
83,43,4,1631988690.0,0,1
130,307,4,1629664546.0,0,1
174,402,5,1638193729.0,0,1
256,487,5,1633844231.0,0,1
59,177,4,1639884349.0,1,0
161,168,1,1642851174.0,1,0
244,53,3,1632287489.0,1,1
250,196,4,1629771818.0,1,0
43,40,3,1635636468.0,0,1
285,150,5,1642275636.0,0,1
42,953,2,1632788815.0,0,0
97,670,5,1635919744.0,1,1
122,510,4,1630950327.0,0,1
61,323,3,1642886450.0,0,1
222,106,2,1635496184.0,1,0
4,264,3,1643684275.0,1,0
304,259,1,1636647253.0,0,0
37,403,5,1632595942.0,0,1
49,68,1,1639749513.0,1,1
303,1098,4,1631147959.0,0,0
165,372,5,1631205987.0,0,0
176,324,5,1637727292.0,1,1
3,335,1,1640917269.0,1,1
56,869,3,1644363895.0,0,1
44,15,4,1630021343.0,1,1
190,117,4,1642713697.0,0,1
29,189,4,1634501942.0,1,1
94,174,4,1637550231.0,0,0
130,949,3,1627931944.0,1,0
117,181,5,1631804648.0,1,1
303,779,1,1631223418.0,1,0
19,435,5,1637092840.0,1,1
194,191,4,1631201856.0,1,1
158,24,4,1631814261.0,1,0
56,447,4,1644359067.0,0,1
262,223,3,1631471816.0,1,1
181,1334,1,1630642240.0,0,1
214,137,4,1643223227.0,1,1
92,747,4,1627336164.0,1,0
188,96,5,1626753128.0,1,0
58,173,5,1635985353.0,1,0
244,154,5,1632286385.0,0,0
134,879,4,1643412393.0,0,0
298,625,4,1635863406.0,1,1
254,230,4,1638152400.0,0,1
230,138,3,1632165197.0,0,1
16,209,5,1629402736.0,1,0
151,835,5,1631204199.0,0,0
181,1327,1,1630643305.0,0,1
145,1248,3,1626952195.0,1,1
200,588,5,1635808499.0,1,0
248,257,3,1636215840.0,0,1
297,432,4,1626919658.0,1,1
312,133,5,1643379296.0,0,1
151,12,5,1631204368.0,0,0
110,568,3,1638668449.0,0,1
305,483,5,1638003068.0,1,1
141,258,5,1636264338.0,0,1
44,240,4,1630026997.0,1,1
186,263,3,1630703571.0,0,1
214,213,4,1643224414.0,0,1
233,208,4,1632290814.0,1,0
104,287,2,1640145347.0,1,1
312,153,2,1643379491.0,0,0
1,222,4,1630553388.0,1,0
206,323,1,1639859833.0,0,1
230,419,4,1632164587.0,1,1
56,450,3,1644359374.0,0,0
94,651,5,1643405332.0,1,0
205,316,4,1639964710.0,0,0
14,174,5,1642561294.0,1,0
268,790,2,1628193785.0,1,0
276,1081,3,1632593705.0,1,1
83,929,3,1631987140.0,0,1
268,580,3,1626989344.0,1,0
222,1041,3,1632740155.0,0,1
279,89,4,1626986910.0,1,0
5,424,1,1627315807.0,0,1
112,331,4,1636672603.0,1,1
296,429,5,1635877330.0,1,1
18,202,3,1631810515.0,1,0
13,868,5,1633819901.0,1,1
87,210,5,1631555734.0,0,1
10,285,5,1629569186.0,0,0
181,328,3,1630641227.0,0,1
23,463,4,1626465843.0,1,1
253,746,3,1643308630.0,0,1
234,228,3,1643759190.0,1,1
299,1047,2,1629560041.0,1,1
66,1,3,1635281324.0,0,0
216,174,5,1633112488.0,0,0
290,208,3,1632155245.0,0,0
79,1161,2,1642951697.0,1,0
264,448,2,1637802031.0,0,0
4,303,5,1643682352.0,0,0
144,831,3,1639784805.0,1,1
138,517,4,1630704279.0,0,1
64,433,2,1641420286.0,1,0
5,1,4,1627315748.0,0,0
276,357,5,1626467526.0,1,1
62,433,5,1631055588.0,1,0
239,475,5,1640858689.0,0,0
293,166,3,1640585520.0,1,0
130,234,5,1626896932.0,0,1
264,70,4,1637803596.0,0,1
208,197,5,1634788797.0,0,0
24,763,5,1627002875.0,1,0
279,1162,3,1626994334.0,1,1
3,245,1,1640917247.0,0,1
101,596,3,1628816564.0,1,1
162,1019,4,1629316556.0,0,0
223,908,1,1643228802.0,0,0
99,246,3,1640149392.0,0,1
239,430,3,1640860338.0,1,0
160,160,5,1628542078.0,1,1
172,580,4,1627218028.0,1,1
303,1160,2,1631224629.0,1,0
54,676,5,1632615294.0,1,1
44,507,3,1630027392.0,0,1
210,97,5,1639416454.0,0,1
164,930,4,1641082340.0,1,0
299,240,2,1629558414.0,1,1
28,217,3,1633641671.0,1,1
305,79,3,1638004276.0,0,1
18,729,3,1631811236.0,0,1
82,343,1,1636393755.0,1,0
109,1012,4,1632244570.0,0,0
207,25,4,1627759113.0,1,1
92,1209,1,1627340468.0,0,0
109,1,4,1632243619.0,0,1
15,222,3,1631135730.0,1,0
58,709,5,1635984812.0,0,1
303,693,4,1631146771.0,0,0
152,111,5,1631828782.0,1,1
194,160,2,1631231380.0,0,1
92,241,3,1627335961.0,0,1
77,91,3,1636432924.0,0,0
244,662,3,1632286533.0,1,1
177,321,2,1631810481.0,1,1
131,221,3,1635361561.0,1,0
197,302,3,1643089070.0,1,1
227,50,4,1630715347.0,1,1
85,282,3,1631509618.0,0,0
295,72,4,1631198714.0,1,0
181,1,3,1630642392.0,0,1
277,255,4,1631224145.0,0,1
279,96,4,1626990606.0,1,0
1,253,5,1626645970.0,0,1
18,182,4,1631810640.0,0,1
276,568,4,1634339211.0,1,0
87,177,5,1631555940.0,0,0
177,69,1,1631811088.0,1,0
213,13,4,1630635139.0,0,0
125,134,5,1631134532.0,0,0
128,739,4,1631649349.0,0,0
291,428,5,1626551766.0,1,1
25,208,4,1637532337.0,0,0
288,272,5,1640905463.0,1,1
207,1350,2,1629558772.0,0,1
271,56,3,1637528559.0,1,0
5,363,3,1627315225.0,0,0
274,748,5,1630624406.0,0,1
70,419,5,1635745035.0,1,0
311,559,2,1636046187.0,1,1
151,919,5,1631204368.0,1,1
199,268,5,1635462509.0,1,1
201,209,3,1635792801.0,0,0
99,274,1,1637359157.0,0,1
11,740,4,1643583067.0,1,1
59,77,4,1639886254.0,0,0
184,277,3,1641587971.0,1,0
222,88,4,1629863336.0,0,0
38,161,5,1644112062.0,0,0
59,418,2,1639885188.0,0,0
104,300,3,1640122275.0,0,0
298,1346,3,1635806061.0,1,0
180,1119,3,1628808156.0,1,0
7,674,2,1643032659.0,1,0
121,14,5,1643070014.0,1,0
268,1041,1,1627423735.0,1,1
252,277,4,1643136797.0,1,0
303,411,4,1631163802.0,1,0
210,527,5,1639416232.0,0,1
234,648,3,1644506760.0,0,0
312,573,5,1643392535.0,0,1
308,215,3,1639417483.0,0,1
234,1397,4,1644014976.0,0,1
75,546,3,1635730422.0,0,0
117,15,5,1631805887.0,1,0
246,239,3,1636601380.0,0,0
64,516,5,1641417376.0,1,0
85,187,5,1631134235.0,0,1
239,81,3,1640859808.0,1,1
59,54,4,1639885921.0,1,0
256,220,3,1633831690.0,0,0
216,196,5,1631925145.0,1,1
203,282,1,1632114919.0,1,1
13,195,3,1633195296.0,0,0
144,153,5,1639785823.0,1,0
100,268,3,1643054982.0,0,0
210,274,5,1639410676.0,1,0
94,471,4,1643401642.0,1,1
13,807,1,1637984229.0,1,1
125,657,3,1644516422.0,0,0
65,1142,4,1630897349.0,0,0
1,113,5,1630222738.0,1,0
76,175,4,1626708853.0,1,1
294,508,4,1629499532.0,0,1
263,1451,4,1642979949.0,1,0
294,930,3,1640922704.0,1,1
121,117,1,1643068600.0,1,1
85,13,3,1631132866.0,0,1
303,426,3,1631222535.0,1,0
212,180,1,1630983974.0,0,0
6,492,5,1635281089.0,1,1
181,240,1,1630643122.0,1,1
279,746,5,1626990233.0,0,1
303,1109,4,1631147936.0,1,1
184,191,4,1641588716.0,1,0
310,116,5,1631116104.0,0,1
313,22,3,1642694870.0,0,0
314,1150,4,1629567002.0,1,0
13,121,5,1634077503.0,1,0
43,5,4,1627661421.0,1,0
58,214,2,1635985296.0,0,0
215,164,3,1643116633.0,0,0
62,288,2,1631051909.0,1,1
280,127,5,1643382544.0,1,1
161,898,3,1642850191.0,1,1
11,723,5,1643584637.0,0,1
94,218,3,1643401851.0,0,1
35,243,2,1627139046.0,0,0
311,566,4,1636046112.0,1,0
48,680,3,1631114330.0,1,1
85,604,4,1634675132.0,0,0
288,527,3,1638053565.0,0,0
184,514,5,1641588497.0,0,1
151,929,3,1631223457.0,0,0
90,690,4,1643063319.0,1,1
11,38,3,1643585936.0,1,1
104,1016,1,1640146002.0,1,0
106,582,4,1633131199.0,0,0
181,1010,1,1630642774.0,1,0
37,117,4,1632595674.0,1,0
276,845,4,1626466807.0,0,1
22,258,5,1630566261.0,0,1
70,82,4,1635748075.0,1,1
5,98,3,1627400691.0,1,0
308,95,4,1639417130.0,0,1
60,208,5,1635006028.0,1,1
270,778,5,1628635711.0,0,0
243,208,4,1631669134.0,0,1
92,540,2,1627493197.0,1,0
81,280,4,1628214214.0,1,0
293,412,1,1640585377.0,1,1
200,478,5,1635808788.0,1,1
13,308,3,1633194726.0,0,1
56,184,4,1644359088.0,1,1
116,250,4,1628132606.0,1,1
295,172,4,1631196986.0,0,1
63,1007,5,1627427368.0,1,1
295,235,4,1631197943.0,0,1
104,1010,1,1640145554.0,0,1
156,641,5,1639865677.0,1,1
269,1165,1,1643126904.0,1,1
160,430,5,1628541799.0,1,0
237,191,4,1631056773.0,1,1
287,252,1,1627014361.0,0,0
290,132,3,1632153993.0,0,0
45,109,5,1632692356.0,0,0
224,678,3,1639762277.0,1,1
145,764,2,1640078257.0,1,0
277,1011,3,1631223697.0,1,0
65,100,3,1630897558.0,1,0
272,1101,5,1631134977.0,1,1
116,255,3,1628132524.0,0,1
184,86,5,1641588694.0,1,0
285,151,5,1642275636.0,0,0
222,148,2,1632741164.0,0,0
72,28,4,1631716824.0,1,0
271,187,5,1637528343.0,0,0
94,211,5,1643401142.0,0,0
246,425,5,1636601918.0,0,0
115,8,5,1632851982.0,1,0
176,327,3,1637727176.0,0,1
13,396,3,1633821727.0,0,0
129,331,2,1634924737.0,1,0
257,1260,2,1632176892.0,1,1
95,1,5,1630877329.0,0,0
147,904,5,1637274015.0,0,1
151,58,4,1631204849.0,0,0
184,660,3,1641589962.0,0,0
311,386,3,1636045747.0,1,0
105,268,4,1640894268.0,0,0
158,510,3,1631814296.0,0,0
34,312,4,1640282742.0,0,1
72,427,5,1631717702.0,1,1
263,416,5,1642979697.0,1,1
94,1048,4,1643402678.0,1,1
200,291,3,1643505292.0,1,0
45,118,4,1632694550.0,0,0
279,144,4,1632530073.0,0,0
145,22,5,1626953021.0,1,1
71,89,5,1632544462.0,1,0
182,69,5,1628115435.0,0,1
193,627,4,1640806972.0,1,1
214,302,4,1644348197.0,0,1
151,485,5,1631205002.0,1,0
102,322,3,1634957645.0,0,0
234,571,2,1643998158.0,1,0
249,930,2,1631320585.0,1,0
195,328,4,1636100059.0,0,0
109,258,5,1632242908.0,1,1
222,552,2,1629864596.0,0,0
282,288,4,1631629367.0,1,1
117,758,2,1632691217.0,1,0
23,381,4,1626467350.0,0,0
112,327,1,1636672535.0,1,1
303,145,1,1631223573.0,1,1
252,300,4,1643128664.0,0,0
151,372,5,1631204819.0,1,1
282,327,5,1631629417.0,1,1
304,237,5,1636648415.0,1,0
290,568,3,1632154716.0,0,0
64,160,4,1641419288.0,1,1
28,79,4,1633641003.0,0,1
168,1278,3,1635967560.0,0,0
265,471,4,1627000302.0,1,0
18,113,5,1631809628.0,1,0
83,82,5,1639345423.0,0,1
90,499,5,1643063866.0,1,1
234,1186,4,1644015707.0,0,0
87,196,5,1631557681.0,0,1
26,685,3,1643051676.0,0,0
150,129,4,1630426946.0,0,1
161,98,4,1642851357.0,0,0
70,210,4,1635745854.0,0,0
51,182,3,1635178790.0,1,1
222,1057,4,1632741370.0,0,0
92,176,5,1627332981.0,1,0
204,216,4,1644193864.0,0,0
164,685,5,1641082160.0,1,1
57,682,3,1635376824.0,1,0
184,207,4,1641588903.0,1,0
60,403,3,1635007087.0,0,1
92,180,5,1627333016.0,0,0
43,204,4,1635636122.0,1,0
222,1042,4,1629864514.0,1,1
197,300,4,1643089422.0,0,1
92,790,3,1627587618.0,1,0
294,282,3,1629501796.0,1,1
201,747,2,1635793635.0,0,1
201,215,2,1635820382.0,0,1
193,410,3,1640807633.0,0,1
271,705,4,1637529052.0,1,0
214,693,3,1643224414.0,1,0
73,657,5,1640305422.0,1,1
90,187,4,1643063561.0,0,0
315,273,3,1631501349.0,0,0
48,309,3,1631114132.0,1,0
255,472,1,1634896958.0,0,1
270,671,4,1628636360.0,1,1
66,7,3,1635281355.0,0,1
6,478,4,1635282762.0,1,0
101,222,3,1628816243.0,0,0
207,1046,4,1627189787.0,0,1
144,182,3,1639785743.0,0,0
85,83,4,1637962959.0,1,0
102,625,3,1635428418.0,1,1
158,770,5,1631814477.0,0,1
297,588,4,1626918579.0,1,1
90,507,5,1643063987.0,0,0
271,482,5,1637528519.0,1,0
130,901,1,1636304044.0,1,1
178,276,3,1634503978.0,1,0
90,245,3,1643062612.0,0,1
181,1094,1,1630643086.0,1,1
311,143,3,1636044812.0,0,0
267,17,4,1630651773.0,1,1
201,51,2,1635820751.0,0,1
194,647,4,1631201531.0,0,0
59,387,3,1639886562.0,1,0
1,227,4,1628572946.0,1,1
116,751,3,1641811577.0,0,1
170,292,5,1635783732.0,0,1
110,578,3,1638668536.0,1,1
60,1021,5,1635006185.0,1,0
287,347,4,1639857040.0,1,1
197,55,3,1643089982.0,1,1
38,679,5,1644112062.0,0,0
195,1014,4,1631353925.0,0,1
279,227,4,1641006161.0,1,0
84,748,4,1635129530.0,1,0
31,886,2,1633227877.0,1,1
316,98,5,1632533743.0,1,1
25,25,5,1637533415.0,0,1
168,274,4,1635967865.0,0,1
103,24,4,1632095847.0,1,0
299,588,4,1629560852.0,1,0
